GroomMB,BrideMB,GroomInc,BrideInc,Outcome
ESFP,INTP,48788.28,32198.99,Failure
ENTP,ISFJ,70338.7,80399.94,Success
INTP,ENTP,46658.87,44700.85,Success
ESFJ,ESFJ,62604.07,65171.7,Failure
ENFJ,ESTP,58547.07,55352.35,Failure
ENTP,ESFP,62439.5,52902.67,Failure
INTJ,ISFP,60298.9,64150.55,Success
INTP,ENFJ,99597.21,83137.51,Success
INTJ,ENTJ,63476.83,78310.3,Failure
INTP,INTP,87236.19,89621.72,Failure
ENFP,ESTJ,33263.79,42971.68,Success
ISFJ,ESFJ,81862.53,74127.55,Success
ENFP,ISTJ,30534.99,78997.65,Success
ISFP,ESFP,81324.13,58387.99,Success
ESFJ,ENFP,87468.71,41640.37,Success
INFJ,ISFP,38845.67,81168.32,Success
ISTJ,INFJ,32090.71,73541.94,Failure
ENFP,INFJ,47025.31,64836.41,Success
ESFP,ENFJ,68513.44,84012.35,Failure
ENFJ,ESTP,62646.03,37392.99,Failure
ENFJ,INFP,77181.65,59359.92,Failure
ENFJ,ISFP,71563.34,45476.61,Failure
INFP,INFP,35179.6,92833.45,Failure
ISTJ,INTJ,98633.17,33714.91,Success
ESTJ,ISFP,74199.54,48770,Failure
ESFP,ENFP,38603.63,37369.81,Success
INTJ,ESTP,48999.02,59795.86,Failure
INTJ,ISTJ,47115.49,63240.54,Success
INTJ,ESFP,55763.04,39424.05,Success
ISFP,INTJ,63058.89,99371.14,Failure
ENTP,ESTP,75425.5,84065.71,Success
ESFJ,ESTJ,92363.36,70235.98,Failure
ISFJ,INTJ,53843,42902.27,Success
INTJ,ESTJ,65471.47,53561.61,Success
ISTJ,INTJ,62820.27,69615.41,Failure
ISTJ,INTP,67856.97,66772.07,Success
ESTP,ENTP,71052.43,89667.37,Failure
INTJ,ISFP,72975.21,34651.93,Failure
ISFP,ESTP,41500.08,68649.44,Failure
ISFP,INTJ,70074.51,87376.94,Failure
ESFJ,ESTP,99281.32,35244.09,Failure
INTP,INTP,74229.12,50477.48,Failure
ENFP,ISFP,38226.35,76505.7,Success
ISTJ,INFP,30802.74,30380.26,Success
ESTP,ISTP,33048.71,90058.07,Success
ISTP,INTP,38090.34,96937.86,Failure
ENTJ,ESFP,35790.71,68219.08,Success
INFP,ISTP,68195.58,89828.4,Success
INTJ,ESTJ,35774.02,73698.68,Failure
ESFJ,ISFP,99771.59,50836.4,Failure
ESTP,ENTJ,86926.13,48851.01,Success
INFP,ISTP,38157.95,46411.82,Success
ENFJ,ENFJ,35804.8,99844.03,Failure
ESTJ,ENTJ,87328.25,72317.64,Success
ISTJ,ISFJ,80651.57,95656.28,Failure
ISFP,ISTJ,60452.99,76425.4,Success
INFP,ISFP,59681.84,76495.86,Success
INTJ,INTJ,70456.2,47200.83,Failure
ISFP,ENTJ,98249.53,59897.97,Success
INFJ,INTJ,45137,79873.58,Success
ENFJ,INFP,66856.99,99998.39,Success
ENTP,INTJ,84875.97,82843.19,Failure
ISTP,INFJ,84840.61,80675.66,Success
ESFJ,ISFP,82441.24,32124.35,Failure
ESTJ,INFP,41541.96,92911.81,Success
ESTP,ESTP,85829.83,97553.48,Failure
ENFJ,ISFJ,97290.62,96159.27,Failure
ENFJ,ISTP,90930.52,78586.3,Failure
ESTP,INTJ,56775.18,88920.78,Success
INFP,ENFJ,48319.12,57216.77,Failure
INFJ,ESTP,89355.29,40962.6,Success
ISFP,ISFP,45621.42,65586.63,Failure
INTJ,ENFJ,97579.02,71488.76,Success
ISFP,INTJ,39192.26,77774.2,Failure
ESTP,INFJ,40994.43,44249.07,Success
ENFP,ENFP,43473.26,65703.74,Failure
INTJ,INTJ,88620.13,87190.34,Failure
ISFP,INTP,86339.45,52447.41,Success
INTJ,ESTJ,66883.88,84802.83,Failure
ENTP,ENTJ,55803.48,65466.62,Failure
ESFJ,ENTJ,69262.5,41480.07,Success
ESTP,ENTP,68597.94,79028.29,Failure
ESTJ,INFJ,94962.1,58724.95,Failure
INFP,ENFP,58993.38,91409.1,Failure
ENFJ,ENFP,78727.17,53918.66,Failure
ENFJ,ESFP,58642.92,78536.6,Failure
ISTP,INFJ,57177.77,58472.86,Failure
ESTP,ISFJ,70284.58,97135.6,Success
INFJ,ENTP,53092.54,45500.56,Success
ISFP,INTP,68780.88,47372.83,Success
INTJ,ISFP,44886.21,84116.48,Success
INFP,INTJ,81924.37,99924.46,Success
ESTJ,ENTJ,89689.27,95890.41,Failure
ISTP,ESFJ,84517.56,56307.44,Success
ENTP,ENTP,33628.4,89575.79,Failure
ESFJ,ISFP,95397.15,84592.71,Failure
INTP,ISFJ,59016.98,45837.7,Failure
ISFP,ISFJ,30656.1,41031.04,Failure
ESTP,INTP,71001.77,70024.59,Failure
INFP,INTJ,87125.96,48856.59,Failure
INTJ,ENFP,48968.45,77118.86,Failure
INTJ,ESTJ,51051.03,92386.23,Failure
ISTJ,ISFP,92391.14,43170.55,Success
ISTP,ESFP,70159.61,67601.46,Success
ESFP,ISTJ,53289.83,50335.29,Failure
ESFP,ESTJ,39210.02,39073.61,Failure
ENTJ,ENFP,84101.12,84586.54,Failure
ENTP,ENFP,31751.75,57975.55,Failure
INFP,ISFP,71881.15,99684.55,Success
ESFJ,ENFP,57538.95,91046.52,Failure
ISFP,ISFP,48345.23,99001.3,Failure
ENFJ,ISTJ,93608.94,62171.59,Failure
ESFP,INFJ,47358.8,85604.31,Success
ISTP,INTJ,54327,82147.63,Failure
ENTJ,ENTJ,34213.51,43383.96,Failure
INFJ,ENTP,88799.86,98338.4,Failure
ISFJ,INTP,72652.63,97903.67,Failure
ENFJ,ESTJ,64863.58,52622.01,Failure
INTP,ESFP,51842.92,34101.84,Success
ISTJ,INFP,76166.63,35299.24,Success
INTP,ISFJ,76367.94,51316.9,Failure
ISTP,INTP,70097.18,44588.95,Success
ESFP,INTP,32916.95,70825.2,Success
INTJ,ISFJ,91099.27,36384.92,Failure
ENTJ,ENTP,70126.45,44129.78,Failure
ENFP,INFJ,78268.58,74926.36,Failure
INTP,ENFJ,85442.69,74967.91,Success
ISTP,ESTJ,92745.94,45462.39,Success
ESTP,ISTJ,75749.85,93401.55,Success
ESTJ,ISTP,41426.45,31571.48,Failure
ISFP,INTP,66270.16,95382.36,Success
ENFP,INFP,34388.41,30433.91,Failure
ISTJ,ESFP,69302.13,74935.6,Failure
ENFJ,ESFJ,78090.9,89253.53,Success
ENFJ,ESTP,51728.36,32192.72,Success
ISTJ,INFJ,88763.06,71703.6,Success
ESTP,INFJ,79314.8,62690.12,Failure
INFJ,INFP,48162.61,67619.17,Success
ESTP,ENTJ,43097.02,92465.03,Success
ISFP,INTJ,80021.41,52688.2,Success
INTP,ESTJ,40053.52,79800.92,Failure
ESFJ,ISFP,78839.44,52701.97,Failure
ISFJ,ESTP,54114.33,99572.67,Failure
ISTJ,INFJ,93767.77,47893.6,Failure
ENFJ,ISFJ,62679.93,74173.09,Success
ISFP,ENTJ,83061.6,51354.02,Success
ESFJ,ENTP,74335.08,79729.74,Failure
ENTJ,ISTP,56370.13,96017.9,Success
ENFP,ISTP,77028.93,87077.18,Success
ESTJ,ENFP,94218.19,30934.84,Success
INFJ,ISFP,44618.69,48357.97,Failure
ISFJ,INFP,73584.36,62015.78,Success
ENTJ,ISFJ,87873.97,78458.04,Failure
ESTP,ISFJ,46219.12,74741,Success
ISFJ,ENFJ,83582.75,62212.33,Success
ESFP,ESTJ,45899.84,41952.11,Failure
ENTJ,INTJ,83065.8,72362.24,Failure
ISTP,ISTP,94031.1,74656.43,Failure
INFP,ENFP,83184.31,36069.72,Success
ESFJ,INFJ,73185.37,30195.34,Failure
INFJ,ENTP,66080.98,81864.8,Failure
ESTJ,ISFP,39999.62,57879.66,Success
INTP,ESFJ,73721.92,83979.96,Failure
ENTJ,INTP,30912.98,77932.85,Success
ISFJ,ESFJ,91599.17,63515.06,Success
INTJ,ENFJ,57867.54,71794.17,Success
ENFP,ESFJ,92713.85,78511.09,Failure
INTP,ENFP,43722.78,93773.9,Failure
ENFJ,ESFP,43089.34,93292.3,Success
ISFP,ESTP,59168.32,88906.42,Failure
ENFP,INTP,55626,37529.01,Failure
ESTP,ESFP,99976.3,36388.63,Success
ENFP,ESFP,49302.95,74136.38,Success
ISTP,ISFJ,76529.56,82716.38,Failure
ESTJ,ENFP,69786.43,84145.97,Failure
ISTJ,INTJ,72037.15,30858.01,Success
ISFP,ISTJ,93502.75,84839.06,Failure
ENTP,ENTJ,92457.8,61045.5,Success
ESFJ,ESTP,61066.28,89216.28,Success
ISFJ,INTP,46863.62,58806.64,Success
ESFP,ESTJ,77431.92,48882.4,Failure
INFP,INFJ,77623.87,94507.79,Failure
ISTJ,ESFP,30800.21,58359.93,Failure
ISFP,ENFP,88061.91,60656.93,Success
ENTJ,ENTJ,72509.5,68219.66,Failure
INTJ,ENFJ,37312.03,91121.14,Failure
ISTP,ESTP,97803.25,89898.05,Success
ENTP,ESTJ,79781.14,38426.79,Failure
ENTP,ISFJ,61160.28,95637.74,Success
ISFP,ISFJ,31455.27,74586.35,Failure
INTJ,ISTP,33233.56,46439,Success
ISFP,INFJ,36076.08,60745.7,Failure
ESTP,ESTJ,76326.63,44831.82,Success
ENTJ,INTP,87708.66,78156.53,Failure
ENTJ,ISTP,97066.86,33682.83,Failure
INTP,ESTJ,97672.65,69410.37,Success
INFJ,INFP,67615.64,54285.56,Failure
ESTJ,INTJ,86922.71,98126.02,Failure
ESFP,ENFP,53822.71,96492.59,Success
ISTP,ISTP,44441.14,79323.97,Failure
ENTJ,INFJ,30140.12,78281.38,Success
ESFP,ENTJ,53826.96,56174.56,Failure
ENFJ,INTJ,45880.71,69526.97,Success
ISTJ,ESTP,35562.8,62532.38,Failure
ENFJ,INTP,89408.54,78921.48,Failure
ESFP,ISTJ,51752.43,36706.6,Success
ESFP,INTP,99191.55,40723.27,Failure
ESTJ,ESFJ,45831.16,37549.14,Success
ISTJ,ESTJ,55701.55,61230.44,Failure
ESTP,ISTP,74032.36,34499.59,Failure
ENTP,INFP,42315.11,71107.06,Success
ISFJ,ISFP,45552.29,83989.12,Success
INTP,ENTJ,53649.61,82710.97,Failure
ISTJ,ENFJ,35370.77,45537.38,Failure
ISFP,ENFP,45802.62,48309.75,Failure
ENFJ,ISFJ,87650.55,93224.57,Success
ISFP,INFP,81565.53,67360.44,Success
INTJ,ISFP,50227.15,63288.06,Success
ESFJ,ENFP,67341.11,41618.72,Success
ESTP,ESFJ,56371.87,65681.63,Failure
INTJ,ENFJ,34173.93,46972.51,Failure
ENTJ,ENTP,65407.36,86276.25,Success
ISFP,INTP,69529.27,60910.5,Success
ENFJ,INTP,39607.88,86113.14,Success
ISFJ,INTJ,57299.39,33773.13,Success
ENTP,ENTP,43363.89,42275.92,Failure
ISFP,ISTP,87160.8,33658.61,Failure
ESTJ,INTP,42697.47,36290.24,Failure
ISFJ,INFP,84509.16,74746.06,Success
ISFP,INTP,89783.12,89210.43,Success
ESTJ,INFJ,83421.73,82834.56,Failure
ENFJ,ENTJ,64302.97,30090.64,Failure
ISFP,ENFP,93262.41,84646,Success
ISTP,ESTP,44053.2,45807.83,Failure
INTJ,INFJ,94774.8,52266.55,Success
INTP,ESTJ,56583.13,74322.35,Failure
ISFJ,ENFP,73523.75,88629.81,Success
ENFP,ISFJ,73643.13,98644.11,Success
INTP,ISTJ,91208.21,88996.65,Failure
ESTJ,INFJ,85439.36,44179.89,Failure
ISTP,INFJ,63296.17,96194.49,Failure
ENTJ,ESFJ,78092.41,47778.12,Failure
ISTP,INFJ,58235.39,74104.18,Failure
ESTP,ISTJ,67705.63,57157.96,Failure
INFJ,ISTP,55953.29,72600.23,Success
ISTJ,ESFP,41072.96,89466.84,Failure
ISTP,ESFP,73021.53,83692.47,Failure
INFJ,ISTP,32055.46,35059.13,Success
INFJ,ISFP,69119.33,99510.11,Success
ISFP,ESTP,77151.35,36086.39,Success
ISFJ,ENTJ,37913.66,56055.02,Failure
ENFJ,INFP,96511.75,40246.91,Failure
ISTP,INTP,37191.84,40075.48,Failure
ESTJ,ESTJ,31399.41,53071,Failure
INFJ,ENFP,81957.89,59181.3,Failure
ISFP,INTJ,65229.36,49131.35,Success
ISFP,ENFJ,90862.74,49177.12,Success
ENTP,INTP,44637.21,38329.09,Failure
INTP,ENFP,43814.08,64019.77,Failure
ISFP,ESFJ,34951.17,74043.01,Success
ISFJ,ISFP,30504.58,54143.76,Success
ESTP,ENFP,52740.43,31136.7,Success
ENTP,ISFP,49863.23,58556.54,Success
INFP,ISTJ,88779.6,70982.59,Failure
ISFJ,INTJ,47663.1,30108.15,Success
INTP,ESTJ,92570.37,92366.19,Success
INFP,INFJ,36385.27,74784.85,Failure
INFJ,ESFP,96388.87,34617.44,Success
ESFP,INTP,87333.51,34532.04,Failure
ESTJ,INTP,84290.94,67921.56,Success
INTJ,ENFJ,52967.22,91729.43,Failure
ISTP,ENFJ,42890.02,50032.37,Failure
ISTJ,INFJ,69399.74,54021.42,Success
ESTJ,ESFJ,64338.39,64501.08,Failure
INTJ,ESTP,51742.22,84294.86,Failure
ISFJ,ISTP,54827.65,42633,Failure
ENFP,INFP,49607.01,77531.3,Success
ISFP,ISFJ,62139.98,65069.49,Failure
ISFJ,ISTP,75426.54,42154.31,Failure
ISFP,ISTJ,39731.62,33014,Failure
INFP,ESFJ,89771.35,46677.58,Success
ESFJ,ENFP,37740.05,49238.65,Failure
ESFJ,ESTP,95384.8,98585.22,Success
ENFP,ESTP,83353.67,48632.69,Failure
ISFJ,ENFJ,37945.4,87173.54,Failure
INFP,INFP,57857.22,33221.33,Failure
ESFP,ENTJ,99824,58723.17,Success
INTP,ESTP,93498.46,68540.73,Success
ENTJ,INFP,81552.73,50906.06,Failure
ENTJ,ISFP,93818.69,63187.86,Success
ENFP,ISFP,98975.82,68912.56,Failure
INFJ,ENTJ,55929.64,41767.64,Success
ISFJ,ESFP,95440.85,66734.1,Failure
INFJ,ENFJ,38468.8,39454.42,Failure
ISTJ,ESFJ,35404.18,71147.95,Failure
ENFJ,ENFP,31677.38,48497.27,Success
ISTJ,ESTP,41729.54,62142.14,Failure
ESFJ,ISTJ,30431.87,38559.28,Success
ENFJ,ESTJ,48793.21,74156.91,Success
ENFJ,INFP,73871.92,96796.26,Success
ISFP,INFJ,38758.69,56333.08,Failure
ESFP,ENTP,78231.9,90891.78,Failure
ENTP,ESFP,35236.34,75589.33,Success
INTP,INTP,82174.46,98088.08,Failure
ENFP,ESTJ,50866.94,66500.75,Success
ISTJ,ESTJ,74797.06,34037.77,Success
INTJ,INFP,63957.52,66986.12,Failure
INFP,ENFP,53617.9,99225.7,Failure
ISTJ,ESFP,96602.45,70090.65,Success
ESTP,ENTP,30467.42,85201.92,Failure
ESTJ,ENTP,58603,94615.68,Failure
ENTJ,ISFP,73994.4,59480.96,Failure
INTP,ENTP,96689.57,50931.16,Success
ENTP,ISTP,83185.55,83527.77,Success
INFP,INFP,49794.11,60748,Failure
ESFJ,ESFJ,74258.43,59726.59,Failure
ENFP,ESTP,38431.7,87939.45,Success
ESTJ,ENFJ,89950.96,78115.97,Success
ENFJ,INFJ,90940.77,60801.71,Failure
ENTP,ESFJ,90155.03,97119.62,Success
ENTP,ENTJ,49792.44,33088.27,Success
INTP,ENTJ,88450.3,65014.53,Success
ESTJ,ENTP,76295.44,34288.79,Success
ENFJ,ENFP,65192.01,46389.11,Failure
ENFP,ISFP,66197.23,82138.99,Success
INTJ,ISFJ,67750.27,92330.83,Success
ISTJ,ISFP,55498.49,77775.61,Failure
ISFJ,ESFJ,73671.73,77962.88,Failure
ESTJ,ENFJ,91502.88,56750.46,Success
ENFP,ESFJ,48927.39,55435.25,Success
ISTJ,ENFP,74321.76,69657.89,Success
ENTP,ESTP,42761.27,43198.29,Success
ENFP,ENFJ,43549.87,97077.99,Failure
ISFJ,ISTJ,81076.04,98691.95,Success
INTP,ESTP,90810.87,64556.53,Success
ISTJ,ESTP,32226.31,40837.19,Failure
ESFJ,ESTJ,85910.57,65457.34,Failure
ESTP,INFJ,59648.28,92320.21,Success
ESFJ,ENTJ,51091.05,95638.51,Failure
INFP,ENFP,51684.18,35476.54,Success
ESFP,ESTP,54378.6,81856.61,Success
INFP,ISFP,51282.73,66810.79,Success
ENTJ,ENFP,89765.88,66550.44,Success
ENFJ,ESFP,51447.31,68370.7,Success
INFJ,ENFJ,42774.98,47130.99,Failure
ENTJ,ENTP,95104.15,33309.02,Failure
ENTP,ISTJ,52735.09,33844.65,Failure
INTJ,ISTP,31138.17,68718.8,Success
INFP,ISFJ,59984.21,52705.42,Success
ISTJ,ISTJ,81401.93,69188.93,Failure
ESFJ,ISFJ,63411.2,40447.18,Failure
ENTJ,INFJ,60686.56,96999.36,Failure
ISFP,ISFJ,46599.22,87998.83,Failure
ENTJ,ESTJ,70820.65,98901.77,Success
ESTJ,INFJ,45190.09,67261.22,Success
ESFJ,ENFJ,42459.83,88647.32,Failure
ESTJ,ISFJ,39022.57,58787.18,Success
ESTJ,INTP,63951.62,35042.39,Failure
ENFP,INTP,38098.05,86847.06,Success
ISTP,INTP,67840.07,41573.47,Success
INFJ,ISTP,37677.27,56440.79,Success
ENFP,INFP,87013.38,79812.61,Failure
INTJ,ESTP,38697.75,30169.64,Success
INFJ,ENFJ,35055.83,42233.99,Failure
ESTJ,ISFP,49254.43,36877.1,Failure
ESFP,INTP,42639.93,64573.75,Success
INFP,ESFP,52667.55,39143.8,Success
ESTP,ISFJ,75651.35,55176.2,Failure
ISFJ,ESFJ,70768.62,87194.12,Failure
ENTP,INFJ,44334.81,37470.02,Failure
INTJ,ENFJ,62260.35,82764.3,Failure
INTJ,ENTJ,88179.83,43359.54,Success
ENTJ,ESFP,73974.95,45601.34,Failure
ESTP,ISTJ,39665.43,61821.78,Success
ESTJ,INFP,85732.75,59101.41,Failure
ESFJ,INFP,40686.2,91243.63,Success
ENTJ,INTP,92868.87,52969.66,Success
ENFJ,ESFP,35307.36,43067.16,Success
ENFJ,INFJ,40630.01,41750.37,Success
INFP,INTP,33044.35,33421.74,Success
ENFJ,INFJ,82177.3,77218.6,Failure
ENTJ,ISFP,49717.7,83376.17,Success
ENFJ,ESTJ,55583.74,75677.37,Success
ISTJ,ENTP,62683.92,38674.19,Success
ESTJ,ENTJ,60459.68,66809.04,Failure
ISTP,ESTJ,32688.3,50945.37,Failure
ESTP,INTJ,67700.65,77277.95,Success
ESFP,ESFJ,96028.53,72425.78,Success
ENTJ,ESFP,50598.39,51915.49,Success
ISTP,INFP,82079.61,75235.44,Success
ENTJ,ESTJ,69044.03,88634.88,Success
INFP,ENTP,88539.19,62354.07,Success
ENTP,INTP,35169.6,86753.39,Success
ENFP,ESFJ,42942.62,68320.65,Success
INTP,ISTJ,42434.49,83983.6,Success
ENFJ,INTP,60468.03,66144.32,Success
ESFP,ENFJ,40209.07,35718.63,Success
ESFJ,ISTJ,93587.64,53838.57,Failure
ISFJ,INFP,79867.49,54690,Success
ENFJ,ENFJ,61537.24,90489.73,Failure
ESFJ,ISFJ,58991.38,31088.28,Failure
ESFJ,ISTP,73003.21,56306.42,Failure
ESFJ,INFJ,30428.84,85998.19,Success
ISTJ,ISTP,94795.42,47651.45,Failure
INFJ,INTJ,87468.45,56695.16,Failure
ESTJ,ENFJ,70465.09,34019.04,Success
ESFP,ENFJ,87823.67,83807.13,Success
ISTP,INTJ,86336.33,38399.61,Success
INFP,ISFP,57079.94,43817.92,Failure
INFP,INTP,85187.35,86695.09,Success
INFP,ENFJ,41098.87,39786.4,Success
ESFJ,ENFJ,31160.79,81450.66,Failure
ISTP,INFP,54523.98,93376,Failure
ENTP,ESFJ,66860.74,63896.73,Failure
ISFJ,INFJ,36021.22,32887.08,Success
ENFJ,ENFJ,88038.04,35819.99,Failure
ISTJ,ISTP,74728.52,76393.27,Failure
INFJ,ISTP,30391.78,64275.87,Success
INFP,INTP,72674.27,64744.96,Failure
ESFP,ENTP,48087.68,75206.96,Failure
INFJ,ISTJ,67970.35,65907.07,Failure
ENFJ,ESFJ,47211.68,72679.09,Success
ISTJ,ISFP,87855.02,45245.12,Success
ISFJ,ESTJ,63330.37,63393.08,Failure
ENFP,INFJ,51473.46,33626.45,Failure
ESTJ,ENFJ,95064.17,76529.8,Success
ISTJ,INFP,88902.63,80989.41,Success
ISTP,ISFJ,90116.04,82433.38,Success
ENFJ,ENFP,65293.16,87377.18,Success
ENTP,INFJ,50913.35,54226.22,Success
ISTP,ISFJ,86356.45,67682.44,Success
ISFJ,INTP,60545.87,77102.14,Failure
ISTJ,ENTJ,42353.2,71020.35,Failure
INFJ,ENFJ,69727.23,97616.96,Failure
ISTP,ESFJ,72858.28,42513.63,Success
ESFJ,INTJ,96967.17,90231.32,Failure
ISFJ,ENFP,37594.18,63159.43,Failure
ENTJ,ENFP,45083.46,91234.04,Failure
INTJ,ESFP,41140.34,44521.2,Failure
INTP,ESTJ,40713.38,72578.37,Failure
ESTJ,ENFP,81660.64,35031.92,Success
INTJ,ESTJ,79760.55,78606.37,Success
ENFP,ISTJ,87734.19,63262.89,Failure
INTP,ENTP,95320.17,32157.4,Success
ISFP,INTP,30056.46,63027.31,Failure
INFP,INTJ,98187.66,36585.99,Failure
ESTP,ISFP,92520.91,91259.41,Failure
ENFP,ESFJ,54043.58,45479.64,Failure
ENTJ,ISTP,65340.47,36229.26,Failure
ESTJ,ISTJ,50163.27,30173.48,Failure
ESFP,INFJ,71237.46,30410.69,Failure
ESTJ,ISFJ,46947.17,92333.69,Success
ISFP,ENFP,47864.52,60187.86,Failure
ESTP,ISTP,74952.99,53379.24,Failure
ENFP,INTP,73165.14,63440,Failure
INTJ,INFP,87768.16,76629.44,Success
ESTJ,INTJ,85944.96,52031.39,Success
ESFP,ESTP,34181.67,32518.45,Failure
INTJ,ISTP,86142.6,41068.92,Failure
INFJ,ENFJ,73744.62,79703.09,Failure
INTP,ISFP,52590.93,71102.29,Success
ISFJ,ISTP,78282.28,88570.49,Success
ENTJ,ENFP,30288.43,89704.65,Failure
ENFP,INTJ,74872.95,84565.87,Success
ISFJ,ENFP,47665.58,50624.61,Failure
INTJ,ISFP,41900.23,52519.59,Success
ESFP,ESFP,41906.04,30762.64,Failure
ENTJ,ISTP,91015.81,45715.4,Failure
ISTP,ESTJ,78772.3,45456.23,Success
ESTJ,ESFJ,63032.13,53076.2,Success
ISTP,ISTP,60665.98,82493.41,Failure
ISTP,ENTJ,94882.66,89003.18,Success
INFP,ISFJ,74188.11,35413.67,Failure
INTJ,ISFJ,76720.64,30400.9,Failure
ESFP,ENTP,41362.22,62042.22,Failure
ISTP,INTJ,75015.85,74521.65,Success
ESFJ,INFP,66400.4,32189.34,Failure
ISTP,ESTJ,95179.37,62771.97,Success
ISTP,INTP,70760.59,33205.45,Success
ESFP,ISFP,34298.19,64147.6,Failure
ENTJ,ISFJ,73746.7,73280.1,Failure
INTJ,ESTJ,83246.28,74774.79,Success
INFJ,INFP,37243.45,68798.92,Success
ISTJ,INTJ,38263.88,31503.77,Success
INFP,ENTP,39753.48,49329.72,Failure
ENTJ,ENFP,36096.14,65245.52,Failure
INFJ,ENFP,74703.97,46117.6,Success
ENTP,INTJ,90586.19,97242.78,Failure
INFP,ISFP,64858.95,39436.9,Failure
ESFJ,ENFP,85273.93,87291.52,Failure
INTJ,ENFP,43010.07,39700.07,Success
ENTP,ISFJ,63296.86,84575.02,Success
INFP,INTJ,38015.99,55509.64,Success
ENFP,INFJ,85681.69,42240.26,Failure
ESTP,ISTJ,67161.68,43846.12,Failure
ISTJ,ISTJ,88205.15,85541.16,Failure
INTP,ENFJ,34609.51,46596.1,Failure
ESFJ,ENTP,34322.74,67704.54,Failure
ESTJ,ESFP,64977.66,71566.74,Failure
ENFJ,ISTP,31665.23,71730.99,Success
INTP,INTP,86268.02,93830.39,Failure
ISFJ,ENFP,95684.48,65180.92,Success
INFJ,ESTP,98861.66,46778.86,Success
ESTP,ESFP,34940.58,41471.9,Success
ESFJ,ESFJ,67922.04,86375.58,Failure
ISTJ,ESTJ,42343.04,64214.76,Failure
INTP,INTJ,75989.61,50260.71,Success
ENTP,ESFJ,77387.56,36154.65,Failure
INTJ,ESTJ,56730.83,39576.14,Success
INFJ,ENTJ,37852.15,53092.19,Failure
ESFJ,ENTP,72147.12,85917,Failure
ENTJ,INFJ,65834.06,81236.98,Success
ENFP,ENTP,99220.61,75538.75,Failure
ISFJ,INTJ,39090.09,81795.92,Failure
ISFJ,ENFP,66739.5,57050.26,Success
ENFJ,INTP,30989.6,60035.96,Success
ISTJ,ESTP,88184.34,39352.28,Success
ISFJ,INFJ,56967.05,39067.6,Success
ESTJ,ESFJ,72116.22,43623.14,Success
INFJ,INFP,45044.54,69318.9,Success
ENFP,INFJ,47054.17,95723.74,Success
ENTP,INFP,45254.2,45164.25,Failure
ESTP,ESTJ,38075.64,82090.82,Failure
ESFP,ISTJ,93774.07,82849.1,Success
ESFP,ESTP,52676.8,97932.92,Success
ENFP,ISTJ,63094.85,84488.9,Success
ESTJ,ESTP,69858.96,48615.38,Failure
ISTJ,INTJ,54003.91,79231.83,Failure
ESTP,ISFJ,69022.02,77158.31,Success
ENFP,ESTP,34101.34,93955.95,Success
ENTJ,ENFP,46882.99,36604.37,Success
ENFJ,ENTP,85982.24,40564.55,Failure
INFJ,ESTJ,64687.37,59503.73,Success
ENFP,ESFP,66000.06,94920.84,Success
ENTJ,ESFP,57569.6,97140.7,Success
ENTP,ESFJ,47923.27,59271.04,Success
ENFJ,ENTP,35973.3,47259.21,Success
ESFP,ENTP,44757.69,31951.42,Success
INFP,ENFP,83592.38,35856.73,Success
ISTP,ESTP,70944.35,97920.48,Failure
ISFP,ENFP,52663.8,91628.07,Failure
ESTP,ENFP,56785.86,57657.92,Failure
ESTP,ESFP,65006.83,97566.56,Failure
INTP,ENFP,87812.67,31875.89,Success
INFP,INFJ,52148.15,65894.91,Success
ESTP,ESFP,58418.69,43156.48,Success
INTP,INTJ,84148.93,56582.36,Success
ISFJ,INFJ,88853.04,34567.1,Success
ESTJ,ENTJ,37050.88,39219.03,Failure
ENTJ,ENTP,52743.86,69681.27,Success
ISTJ,ISTP,49369.73,95319.88,Success
ENTJ,INTJ,36357.94,80173.02,Success
ENFP,INTJ,57559.44,33648.34,Failure
ENTJ,ISFJ,70711.14,69566.84,Failure
ESTP,INTP,50275.18,80368.04,Success
ESFP,ENTJ,43089.12,73220.23,Failure
ENFJ,ESTJ,86721.86,49437.38,Failure
ESFP,ISTP,45184.11,66182.08,Success
ENTJ,ENTJ,68558.35,78084.38,Success
ESTJ,ENTJ,89448.44,60306.12,Success
INTP,ENFP,65329.17,68248.66,Failure
ENFJ,INTJ,51189.9,85523.52,Success
ISFJ,ISTJ,33411.27,79371.71,Failure
ESFP,INFP,67995.37,82052.15,Success
ESFP,ESFJ,33207.55,44352.08,Failure
INFP,ISTJ,34660.61,74634.08,Success
ESTP,INTJ,51509.37,94745.77,Success
INTJ,ESFJ,72675.55,55458.8,Success
ISTJ,ENTP,96027.54,32078.23,Success
ESTJ,INFJ,60487.11,75353.47,Success
ENFP,INFJ,68428.93,52628.59,Success
INFP,ESTP,80578.66,90656.54,Failure
INFP,ENFP,91537.96,67218.54,Success
ENFP,ENFJ,70570.26,92586.65,Failure
ISFP,INFJ,76460.05,65646.86,Success
ISTP,ESTJ,57391.14,69254.11,Failure
ENFP,ESFJ,50236.45,60391.91,Success
ESTJ,ISTJ,79374.75,72702.31,Failure
ESTP,INTJ,88538.59,96160.72,Success
INFP,ESTJ,35037.42,81644.46,Failure
ESFP,INFJ,75780.11,45979.35,Failure
ENTP,INTP,66209.62,56083.72,Failure
INFP,INFP,65496.72,72152.55,Failure
